"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"86",621199,"Matt Bowman","561","15.3","0.200","0.200","0.211","0.400","0.278","0.293","0.235","5","25","87.8","11.8","1182","82.0","81.07","13","51","35","-0.9","5.71","117","156","123","148","287","309","290"
"80",502171,"Alex Cobb","229","34.9","0.231","0.500","0.125","0.731","0.390","0.497","0.358","6","26","92.9","-0.2","1538","86.5","84.56","17","53","27","-1.9","5.06","111","153","121","146","306","330","301"
"78",502026,"Jeremy Jeffress","877","8.9","0.400","0.100","0.471","0.500","0.411","0.314","0.256","8","20","87.7","-0.9","1681","90.2","90.15","8","45","33","0.0","6.12","113","158","118","150","301","321","296"
"78",544727,"Jeurys Familia","1041","7.5","0.238","0.143","0.250","0.381","0.278","0.261","0.207","5","21","88.5","-5.6","1754","92.2","90.79","14","41","37","-1.4","5.38","111","146","110","146","291","314","298"
"73",448609,"Tony Sipp","363","20.1","0.333","0.000","0.556","0.333","0.337","0.305","0.266","5","15","76.8","-4.3","969","78.0","76.55","20","40","33","-1.4","5.54","107","148","113","144","305","314","295"
"68",596112,"Robert Stephenson","1028","6.6","0.235","0.235","0.273","0.471","0.310","0.316","0.260","4","17","83.6","9.0","1644","87.1","86.56","15","32","36","-0.5","5.76","120","158","121","147","288","316","297"
"68",670280,"David Bednar","196","34.7","0.190","0.381","0.250","0.571","0.318","0.269","0.171","4","21","91.6","18.3","1448","88.1","87.17","14","39","29","-0.9","5.95","116","152","119","151","302","325","306"
"65",448281,"Sean Doolittle","1075","6.0","0.333","0.333","0.429","0.667","0.408","0.261","0.247","4","12","89.4","16.5","2136","83.7","83.44","9","37","28","-0.3","6.05","112","152","117","148","312","322","293"
"37",467008,"Pedro Strop","737","5.0","0.091","0.000","0.125","0.091","0.079","0.160","0.162","1","11","87.2","-8.9","1758","88.7","88.75","3","12","25","0.1","6.04","123","152","116","161","292","320","303"
"32",554430,"Zack Wheeler","3159","1.0","0.250","0.063","0.444","0.313","0.239","0.163","0.164","4","16","93.7","0.4","1383","88.8","88.98","6","20","11","0.2","6.39","121","155","115","148","299","316","295"
"32",656803,"James Norwood","206","15.5","0.286","0.000","0.667","0.286","0.304","0.227","0.177","2","7","91.9","22.0","1144","87.7","87.23","6","17","15","-0.5","5.87","110","150","120","144","301","321","290"
"28",453343,"Mark Melancon","1068","2.6","0.000","0.000","0.000","0.000","0.000","0.083","0.085","0","6","74.0","8.4","1802","83.4","83.51","4","10","18","0.1","6.20","113","152","113","150","296","325","304"
"27",642008,"Jacob Rhame","121","22.3","0.000","0.000","0.000","0.000","0.276","0.340","0.117","0","3","82.6","20.5","2227","85.2","84.14","1","9","18","-1.1","5.61","116","148","112","150","288","320","306"
"26",598264,"Matt Barnes","1310","2.0","0.000","0.000","0.000","0.000","0.414","0.422","0.022","0","2","82.9","-21.0","2113","88.1","88.36","4","7","19","0.3","6.45","115","154","118","151","286","325","297"
"25",643338,"Chad Green","1320","1.9","0.333","1.000","0.000","1.333","0.658","0.716","0.453","1","3","102.4","21.0","1983","88.7","88.72","2","7","18","0.0","6.22","115","154","117","151","296","323","290"
"25",607374,"Nick Tropeano","273","9.2","0.429","0.857","0.333","1.286","0.608","0.450","0.347","3","7","97.3","26.4","1019","82.8","80.57","4","11","13","-2.2","4.90","104","144","114","145","298","316","288"
"14",592741,"Chasen Shreve","42","33.3","0.333","0.333","0.500","0.667","0.406","0.594","0.504","1","3","94.2","19.5","1274","82.4","82.39","1","4","10","0.0","6.04","114","150","112","148","297","314","296"
"13",592135,"Cam Bedrosian","1021","1.3","0.500","0.500","0.500","1.000","0.657","0.386","0.070","1","2","78.8","15.0","1791","86.1","85.05","3","6","6","-1.1","5.72","114","149","112","147","291","319","296"
"13",621363,"Colin Poche","870","1.5","1.000","0.667","1.000","1.667","1.006","0.501","0.468","3","3","82.2","20.7","1261","83.2","83.82","0","4","8","0.6","6.67","112","155","115","152","302","323","287"
"9",657585,"Reed Garrett","319","2.8","null","null","null","null","null","null","null","null","null","null","null","1740","88.0","87.23","0","1","7","-0.8","5.79","117","150","127","153","292","333","299"
"9",518693,"Sam Freeman","40","22.5","0.333","1.000","0.000","1.333","0.647","0.687","0.391","1","3","88.7","17.7","1681","85.8","84.91","0","4","5","-0.9","5.59","104","149","109","142","301","312","293"
"7",425844,"Zack Greinke","3113","0.2","null","null","null","null","null","null","null","null","null","null","null","1702","80.1","79.39","0","0","6","-0.7","5.69","101","143","98","148","294","311","288"
"4",545332,"Jake Barrett","70","5.7","1.000","1.000","1.000","2.000","1.217","0.845","0.925","1","1","72.8","19.0","null","83.7","82.30","0","1","3","-1.4","5.63","110","165","133","152","311","331","294"
"4",592836,"Taijuan Walker","15","26.7","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","1723","88.3","87.13","1","1","3","-1.2","5.58","119","153","117","155","303","317","305"
"1",501817,"Tony Barnette","25","4.0","1.000","0.000","1.000","1.000","0.870","0.095","0.088","1","1","74.0","54.0","1708","86.0","86.30","0","1","0","0.3","6.20","123","154","144","177","295","320","305"
