"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"111",448855,"Junior Guerra","404","27.5","0.214","0.143","0.200","0.357","0.281","0.391","0.331","6","28","89.0","4.0","2388","94.1","94.21","5","60","51","0.1","6.49","104","149","115","145","301","328","302"
"111",542947,"Richard Bleier","218","50.9","0.265","0.118","0.290","0.382","0.271","0.322","0.317","9","34","87.0","-8.2","1963","88.8","89.29","5","60","51","0.5","6.61","107","150","109","150","292","318","297"
"111",667463,"John King","186","59.7","0.304","0.174","0.300","0.478","0.392","0.349","0.231","7","23","92.4","-3.8","2005","93.0","92.37","4","46","64","-0.6","6.03","108","154","114","148","299","314","290"
"110",506433,"Yu Darvish","1153","9.5","0.233","0.067","0.350","0.300","0.226","0.259","0.261","7","30","92.4","15.4","2440","95.0","95.54","9","51","59","0.5","6.57","119","159","116","152","290","327","301"
"109",650895,"Diego Castillo","320","34.1","0.267","0.133","0.259","0.400","0.338","0.351","0.274","8","30","85.7","0.4","1962","96.1","94.77","7","50","58","-1.3","5.57","109","157","114","148","306","320","292"
"107",665093,"Zac Grotz","202","53.0","0.308","0.154","0.308","0.462","0.453","0.499","0.311","4","13","90.4","10.9","1981","91.6","92.17","2","28","78","0.6","6.67","108","151","127","145","298","321","289"
"107",642584,"Franklyn Kilome","229","46.7","0.292","0.417","0.267","0.708","0.460","0.428","0.283","7","24","92.4","20.4","2385","94.4","95.05","13","44","63","0.6","6.68","118","149","131","145","299","320","293"
"107",502026,"Jeremy Jeffress","340","31.5","0.158","0.158","0.125","0.316","0.301","0.356","0.267","3","19","91.2","-5.2","1987","93.1","93.75","4","35","72","0.6","6.60","111","153","109","148","288","320","295"
"106",571666,"Mike Fiers","916","11.6","0.351","0.189","0.367","0.541","0.404","0.390","0.319","13","37","90.4","18.8","2138","88.2","87.19","4","48","57","-1.0","5.61","111","150","122","150","302","326","298"
"105",608335,"Kyle Funkhouser","319","32.9","0.500","0.222","0.500","0.722","0.529","0.468","0.411","9","18","90.7","1.2","2031","95.3","96.04","5","37","67","0.7","6.63","113","149","121","147","298","325","289"
"104",453265,"Tony Watson","280","37.1","0.214","0.214","0.235","0.429","0.263","0.270","0.245","6","28","88.7","13.3","2295","89.5","89.04","11","49","55","-0.5","6.06","110","155","118","149","295","316","294"
"104",642152,"Lou Trivino","370","28.1","0.385","0.231","0.348","0.615","0.427","0.435","0.354","10","26","92.9","8.8","2060","95.4","95.69","5","50","54","0.3","6.46","110","151","125","151","300","325","299"
"104",672578,"Carlos Hernandez","255","40.8","0.208","0.250","0.167","0.458","0.303","0.367","0.296","5","24","94.5","19.6","2396","96.4","97.69","11","51","53","1.3","6.95","109","156","116","148","305","327","306"
"103",622065,"Alex Young","797","12.9","0.458","0.375","0.474","0.833","0.545","0.507","0.411","11","24","95.9","13.9","2362","90.4","89.20","5","39","63","-1.2","5.67","110","154","114","150","305","331","303"
"101",595411,"Ryan Sherriff","126","80.2","0.208","0.000","0.217","0.208","0.220","0.302","0.261","5","24","87.1","0.6","2033","90.9","90.61","3","46","55","-0.3","6.33","111","150","118","150","300","318","295"
"100",622253,"Dillon Tate","285","35.1","0.278","0.167","0.286","0.444","0.373","0.460","0.344","5","18","91.2","-1.4","1908","93.9","93.74","9","39","59","-0.2","6.22","105","153","114","145","301","321","295"
