"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"660",608331,"Max Fried","2670","24.7","0.212","0.115","0.353","0.327","0.242","0.196","0.173","33","156","84.9","-1.5","2844","74.5","73.33","105","277","378","-1.2","5.73","107","151","114","148","307","326","295"
"660",669456,"Shane Bieber","3332","19.8","0.212","0.135","0.330","0.346","0.247","0.262","0.209","33","156","90.5","10.0","2303","82.7","82.46","164","337","320","-0.2","6.07","113","154","116","151","287","312","292"
"659",605347,"Jorge Lopez","2060","32.0","0.225","0.200","0.283","0.425","0.286","0.303","0.230","36","160","89.7","10.2","2450","81.7","81.00","95","290","364","-0.7","5.76","111","150","122","139","300","326","301"
"656",598264,"Matt Barnes","1310","50.1","0.179","0.093","0.333","0.272","0.221","0.210","0.162","27","151","89.4","3.9","2274","85.5","85.27","125","302","351","-0.2","6.14","110","150","118","148","286","321","292"
"652",643327,"Zack Godley","1548","42.1","0.240","0.156","0.314","0.396","0.305","0.307","0.232","37","154","88.3","10.1","2123","81.8","80.17","104","309","342","-1.6","5.19","111","153","119","151","300","325","301"
"632",518876,"Merrill Kelly","2962","21.3","0.215","0.202","0.283","0.417","0.263","0.269","0.230","35","163","92.9","1.3","2683","80.6","80.09","88","290","339","-0.5","6.02","113","153","117","152","301","327","300"
"622",592767,"Drew Smyly","2130","29.2","0.253","0.103","0.389","0.356","0.294","0.263","0.207","37","146","83.9","15.2","1950","77.4","75.92","100","257","364","-1.5","5.21","107","151","115","148","297","322","294"
"620",519141,"Drew Pomeranz","1956","31.7","0.273","0.099","0.392","0.372","0.305","0.281","0.235","33","121","90.5","0.3","2283","81.2","78.64","63","236","380","-2.6","4.66","108","149","113","147","299","323","293"
"614",608566,"German Marquez","2616","23.5","0.130","0.082","0.235","0.213","0.149","0.184","0.158","27","207","87.8","8.3","2693","84.9","83.20","147","336","275","-1.7","4.94","116","153","118","149","305","332","305"
"600",571945,"Miles Mikolas","2867","20.9","0.236","0.086","0.304","0.321","0.250","0.289","0.256","33","140","86.6","4.7","2588","78.3","76.98","68","259","336","-1.3","5.50","115","152","112","150","295","323","300"
"594",518516,"Madison Bumgarner","3244","18.3","0.214","0.075","0.359","0.289","0.233","0.259","0.216","34","159","88.7","7.6","2645","78.8","77.96","99","298","294","-0.8","5.75","109","151","114","146","301","327","295"
"585",519443,"Brandon Workman","1244","47.0","0.132","0.062","0.213","0.194","0.211","0.267","0.197","17","129","89.3","5.4","2608","80.6","80.91","69","232","352","0.3","6.62","111","150","117","148","286","322","292"
"570",601713,"Nick Pivetta","1619","35.2","0.215","0.135","0.270","0.350","0.260","0.261","0.210","35","163","88.1","0.1","2861","80.5","79.67","66","262","306","-0.8","6.00","110","151","116","150","299","324","294"
"560",434378,"Justin Verlander","3448","16.2","0.190","0.069","0.269","0.259","0.221","0.255","0.221","22","116","87.0","7.4","2821","79.4","78.03","53","202","353","-1.4","5.42","112","157","117","152","290","316","297"
"532",592717,"Aaron Sanchez","2305","23.1","0.250","0.136","0.395","0.386","0.292","0.247","0.201","33","132","87.8","9.5","2841","78.4","77.44","82","226","301","-1.0","5.89","112","154","119","149","304","325","301"
"519",543037,"Gerrit Cole","3362","15.4","0.218","0.145","0.313","0.364","0.257","0.255","0.213","24","110","85.8","0.4","2901","82.6","81.31","58","182","337","-1.3","5.73","113","156","118","151","288","316","298"
"514",607560,"Ryne Harper","868","59.2","0.220","0.134","0.276","0.354","0.246","0.273","0.227","28","127","86.4","21.6","2333","74.1","73.50","74","253","260","-0.6","5.86","110","154","116","146","294","324","291"
"504",467100,"Ivan Nova","3005","16.8","0.299","0.143","0.355","0.442","0.317","0.369","0.329","23","77","91.3","23.0","2258","79.9","78.77","51","162","338","-1.1","5.47","112","151","110","149","295","322","296"
"504",592662,"Robbie Ray","3064","16.4","0.216","0.261","0.280","0.477","0.330","0.388","0.263","19","88","91.6","10.2","2045","81.6","80.90","86","190","311","-0.7","5.68","109","151","116","149","303","326","299"
"503",572020,"James Paxton","2665","18.9","0.178","0.110","0.269","0.288","0.229","0.235","0.173","21","118","87.6","14.1","2013","81.1","81.04","82","219","284","-0.1","6.20","104","152","117","147","295","320","284"
"502",594835,"Marco Gonzales","3232","15.5","0.324","0.171","0.366","0.495","0.348","0.315","0.274","36","111","89.0","5.6","2346","76.3","75.06","40","208","291","-1.2","5.52","106","153","111","146","296","316","288"
"495",641816,"Tyler Mahle","2211","22.4","0.221","0.221","0.229","0.442","0.296","0.322","0.258","25","113","89.1","9.0","2595","80.4","79.89","55","207","279","-0.5","5.84","114","154","116","146","296","317","290"
"494",571666,"Mike Fiers","2899","17.0","0.162","0.051","0.228","0.214","0.177","0.242","0.215","19","117","86.9","4.6","2781","74.0","72.22","68","230","262","-1.8","5.37","113","149","122","152","298","324","300"
"468",452657,"Jon Lester","3043","15.4","0.220","0.061","0.353","0.280","0.238","0.254","0.225","18","82","84.9","15.2","2606","74.5","73.60","71","176","288","-0.9","5.59","108","150","109","148","298","319","292"
"467",572140,"Tyler Skaggs","1386","33.7","0.206","0.088","0.306","0.294","0.237","0.269","0.219","21","102","89.5","1.8","2609","75.1","73.81","55","202","262","-1.3","5.81","110","150","115","147","296","317","289"
"464",605483,"Blake Snell","1891","24.5","0.174","0.202","0.310","0.376","0.263","0.239","0.161","19","109","88.2","11.8","2464","81.0","80.28","112","204","260","-0.7","5.90","107","152","111","145","292","319","288"
"456",425844,"Zack Greinke","3113","14.6","0.139","0.102","0.158","0.241","0.176","0.214","0.180","19","137","83.4","14.9","2446","70.6","69.13","81","253","203","-1.5","5.32","112","156","118","151","297","325","301"
"455",571760,"Andrew Heaney","1689","26.9","0.255","0.145","0.417","0.400","0.299","0.276","0.224","28","110","89.6","13.5","2545","79.4","77.89","90","220","229","-1.5","5.30","112","149","116","147","294","315","288"
"441",623433,"Nick Anderson","1101","40.1","0.129","0.086","0.275","0.215","0.165","0.175","0.133","12","93","85.2","9.9","2094","83.1","81.83","110","203","236","-1.3","5.57","109","155","117","148","303","326","301"
"439",605155,"Colten Brewer","1016","43.2","0.255","0.128","0.411","0.383","0.309","0.281","0.205","24","94","91.4","6.0","2820","82.0","80.14","67","181","257","-1.9","5.37","110","149","117","147","283","321","292"
"428",433587,"Felix Hernandez","1216","35.2","0.217","0.193","0.267","0.410","0.295","0.317","0.233","18","83","89.8","6.3","2441","79.3","78.37","50","182","243","-0.9","5.66","109","155","112","147","297","321","296"
"423",477132,"Clayton Kershaw","2672","15.8","0.182","0.182","0.254","0.364","0.229","0.265","0.216","20","110","87.0","5.7","2463","73.5","72.75","61","174","247","-0.7","5.87","112","156","113","145","297","315","292"
"414",598287,"Noe Ramirez","1124","36.8","0.267","0.174","0.303","0.442","0.324","0.331","0.265","23","86","85.6","16.1","2742","77.7","76.01","42","159","253","-1.7","5.25","111","151","114","146","297","318","289"
"412",548389,"Ross Stripling","1445","28.5","0.167","0.074","0.270","0.241","0.191","0.226","0.192","18","108","91.2","7.5","2650","79.8","78.29","60","180","232","-1.5","5.27","111","157","120","145","293","317","296"
"411",596001,"Jakob Junis","2926","14.0","0.288","0.271","0.271","0.559","0.391","0.409","0.303","17","59","88.5","12.1","2421","79.3","77.76","34","133","277","-1.5","5.14","114","150","114","140","300","326","308"
"406",579328,"Yusei Kikuchi","2721","14.9","0.348","0.275","0.339","0.623","0.409","0.431","0.385","24","69","89.7","10.5","2527","75.0","74.55","18","117","288","-0.4","6.00","104","153","111","145","301","318","287"
"402",664285,"Framber Valdez","1175","34.2","0.118","0.140","0.242","0.258","0.210","0.193","0.120","11","93","87.4","0.6","2960","79.4","77.98","75","161","238","-1.4","5.62","108","151","116","146","288","314","295"
"401",571927,"Steven Matz","2702","14.8","0.214","0.196","0.305","0.411","0.280","0.236","0.178","24","112","86.2","12.5","2448","78.5","78.13","50","188","209","-0.4","6.06","112","150","111","146","299","316","291"
"400",448179,"Rich Hill","966","41.4","0.211","0.092","0.273","0.303","0.267","0.264","0.205","23","109","84.2","0.8","2919","74.5","73.13","40","198","197","-1.4","5.70","113","157","114","145","294","314","291"
"390",543101,"Anthony DeSclafani","2668","14.6","0.212","0.224","0.382","0.435","0.268","0.190","0.161","18","85","92.8","7.3","2048","83.3","82.95","59","153","236","-0.3","5.89","121","161","117","149","290","316","292"
"390",659275,"Dinelson Lamet","1233","31.6","0.105","0.063","0.250","0.168","0.193","0.216","0.123","10","95","83.0","21.5","2710","85.5","84.08","87","180","206","-1.4","5.48","117","151","117","150","303","327","305"
"383",656427,"Jack Flaherty","3179","12.0","0.250","0.104","0.400","0.354","0.257","0.241","0.223","12","48","89.0","-0.1","2501","78.2","77.85","47","116","267","-0.4","6.12","118","155","112","150","294","322","302"
"383",501789,"Will Harris","935","41.0","0.151","0.058","0.203","0.209","0.164","0.262","0.240","13","86","88.2","1.0","2775","81.3","80.36","56","150","231","-0.9","5.98","113","154","115","150","288","316","299"
"383",501985,"Mike Minor","3358","11.4","0.271","0.153","0.345","0.424","0.325","0.323","0.254","23","85","88.9","2.2","2534","80.7","78.84","45","140","240","-1.9","5.10","107","153","111","148","293","323","299"
"380",450306,"Jason Vargas","2505","15.2","0.236","0.169","0.269","0.404","0.284","0.298","0.230","21","89","87.1","13.5","2433","70.6","69.39","40","165","213","-1.2","5.41","110","150","114","147","298","319","291"
"377",642098,"Glenn Sparkman","2275","16.6","0.271","0.198","0.269","0.469","0.335","0.366","0.293","26","96","90.3","6.8","2477","79.1","79.01","30","156","220","-0.1","6.11","111","149","119","142","302","326","303"
"375",502239,"Trevor Cahill","1788","21.0","0.218","0.172","0.259","0.391","0.279","0.265","0.201","19","87","86.6","9.6","2950","79.4","78.17","32","145","227","-1.2","5.51","115","152","115","148","294","319","291"
"372",519144,"Rick Porcello","2960","12.6","0.233","0.133","0.283","0.367","0.297","0.356","0.278","14","60","85.1","15.5","2810","74.9","73.12","35","122","244","-1.8","5.14","112","152","115","149","284","323","295"
"368",543699,"Tanner Roark","2992","12.3","0.244","0.146","0.367","0.390","0.307","0.303","0.231","20","82","87.4","13.0","2746","75.7","74.26","43","147","216","-1.4","5.49","118","155","117","150","293","319","293"
"364",519455,"Jordan Zimmermann","1866","19.5","0.337","0.144","0.423","0.481","0.353","0.297","0.264","35","104","90.1","5.6","2372","80.2","79.48","52","187","176","-0.7","5.52","111","149","113","148","295","331","294"
"363",656546,"Jeff Hoffman","1256","28.9","0.151","0.116","0.234","0.267","0.204","0.228","0.178","13","86","87.0","12.2","2625","77.1","76.67","48","147","213","-0.4","5.98","114","151","115","147","308","336","311"
"353",502043,"Kyle Gibson","2764","12.8","0.269","0.269","0.303","0.538","0.356","0.351","0.285","14","52","91.5","10.0","2482","80.1","80.40","48","125","228","0.3","6.35","110","152","112","146","296","324","293"
"348",592169,"Austin Brice","779","44.7","0.172","0.203","0.167","0.375","0.264","0.270","0.207","11","64","84.5","17.8","2903","81.7","79.67","39","133","211","-2.0","4.99","107","155","116","147","305","325","297"
"345",641154,"Pablo Lopez","1796","19.2","0.213","0.180","0.262","0.393","0.303","0.342","0.248","13","61","89.0","13.9","2358","79.8","80.33","39","121","218","0.5","6.66","107","156","115","148","299","323","297"
"344",641778,"Eric Lauer","2510","13.7","0.241","0.120","0.279","0.361","0.273","0.306","0.256","20","83","90.9","10.4","2376","77.1","75.77","30","146","195","-1.3","5.28","113","153","112","149","304","325","302"
"343",656222,"Jalen Beeks","1821","18.8","0.264","0.132","0.317","0.396","0.308","0.267","0.210","14","53","88.7","7.9","2586","75.1","73.73","31","114","227","-1.4","5.56","105","155","111","147","290","322","298"
"340",621111,"Walker Buehler","2838","12.0","0.292","0.124","0.472","0.416","0.301","0.255","0.227","26","89","88.5","4.6","2915","80.7","79.72","60","161","178","-1.0","5.78","114","159","121","146","295","317","299"
"334",543557,"Mike Montgomery","1579","21.2","0.310","0.328","0.382","0.638","0.396","0.330","0.269","18","58","88.3","8.7","2281","77.7","77.31","42","122","212","-0.4","5.99","110","151","115","145","300","325","301"
"331",453343,"Mark Melancon","1068","31.0","0.182","0.052","0.289","0.234","0.190","0.208","0.198","14","77","87.2","-3.0","2702","82.1","80.84","58","148","182","-1.3","5.67","109","149","114","147","302","325","295"
"330",547943,"Hyun Jin Ryu","2706","12.2","0.193","0.123","0.333","0.316","0.212","0.201","0.181","11","57","85.1","2.2","2573","72.7","71.98","40","98","231","-0.7","5.90","113","156","113","147","297","316","291"
"328",642547,"Freddy Peralta","1599","20.5","0.224","0.149","0.342","0.373","0.260","0.244","0.210","15","67","86.4","9.8","2424","77.2","77.73","34","111","217","0.5","6.67","110","155","116","151","302","320","294"
"327",458681,"Lance Lynn","3553","9.2","0.189","0.095","0.310","0.284","0.198","0.189","0.179","14","74","86.4","8.4","2352","81.2","80.40","50","124","203","-0.8","5.85","112","154","114","149","293","322","300"
"322",523260,"Joe Kelly","894","36.0","0.137","0.110","0.195","0.247","0.158","0.201","0.179","10","73","87.9","-8.3","3103","87.2","85.92","49","121","201","-1.3","5.49","111","155","116","145","299","318","294"
"322",605513,"Spencer Turnbull","2661","12.1","0.269","0.179","0.404","0.449","0.303","0.238","0.212","21","78","89.3","7.2","2571","80.3","79.17","41","127","194","-1.1","5.66","111","149","115","149","297","329","295"
"316",605151,"Archie Bradley","1284","24.6","0.172","0.031","0.262","0.203","0.206","0.287","0.256","11","64","89.7","11.0","1978","82.1","82.39","40","131","185","0.3","6.36","111","153","119","151","302","328","304"
"315",596071,"Dillon Peters","1274","24.7","0.279","0.131","0.320","0.410","0.314","0.335","0.299","17","61","92.3","11.7","2909","76.7","75.23","23","129","185","-1.5","5.30","112","148","115","146","294","318","288"
"315",554430,"Zack Wheeler","3159","10.0","0.254","0.028","0.409","0.282","0.243","0.219","0.212","18","71","81.3","10.2","2647","80.7","80.33","36","128","187","-0.4","6.01","116","152","113","147","295","313","293"
"313",621381,"Matt Strahm","1789","17.5","0.169","0.096","0.224","0.265","0.193","0.228","0.203","14","83","86.2","17.2","2572","80.2","79.08","41","167","144","-1.1","5.34","113","152","117","149","305","329","304"
"309",605135,"Chris Bassitt","2430","12.7","0.170","0.136","0.261","0.307","0.224","0.177","0.138","15","88","80.2","18.7","2238","70.3","69.15","42","123","182","-1.1","5.62","112","148","123","151","300","325","300"
"307",554340,"Yimi Garcia","998","30.8","0.189","0.208","0.175","0.396","0.250","0.239","0.191","10","53","84.8","16.7","2801","83.2","81.97","22","110","196","-1.2","5.37","115","158","118","144","297","318","294"
"307",595191,"Jerad Eickhoff","975","31.5","0.184","0.184","0.250","0.368","0.259","0.249","0.170","14","76","86.5","16.7","2744","74.6","73.69","40","135","170","-0.9","5.63","113","152","119","149","302","325","295"
"302",607625,"Seth Lugo","1275","23.7","0.214","0.086","0.304","0.300","0.217","0.203","0.189","15","70","87.5","5.0","3285","79.6","77.96","34","122","179","-1.6","5.55","114","153","113","146","299","316","296"
"299",430935,"Cole Hamels","2394","12.5","0.304","0.054","0.515","0.357","0.297","0.233","0.220","17","56","87.0","3.9","2040","78.0","77.05","34","99","198","-0.9","5.63","110","151","110","149","300","322","294"
"294",592789,"Noah Syndergaard","3095","9.5","0.204","0.184","0.280","0.388","0.253","0.202","0.168","10","49","82.4","17.7","2275","80.4","80.13","53","116","177","-0.3","6.05","116","151","113","146","300","318","295"
"293",453562,"Jake Arrieta","2192","13.4","0.204","0.061","0.250","0.265","0.237","0.262","0.224","10","49","86.4","4.4","2766","80.6","78.84","19","95","196","-1.8","5.35","109","150","114","151","299","323","296"
"290",521655,"Wilmer Font","1541","18.8","0.217","0.167","0.316","0.383","0.305","0.291","0.212","13","60","85.7","6.2","2492","76.4","76.20","36","112","178","-0.2","6.30","111","153","113","147","302","323","298"
"287",623381,"Thomas Pannone","1255","22.9","0.222","0.143","0.293","0.365","0.265","0.296","0.251","14","63","85.4","10.6","2447","73.7","72.86","31","105","179","-0.8","5.77","110","152","117","149","301","325","297"
"284",641712,"Dakota Hudson","2848","10.0","0.259","0.222","0.357","0.481","0.343","0.362","0.279","7","27","93.5","21.5","2196","81.9","81.58","26","65","219","-0.3","5.93","118","152","107","151","294","321","302"
"283",519151,"Ryan Pressly","837","33.8","0.141","0.077","0.244","0.218","0.192","0.223","0.171","11","78","84.0","2.2","3305","83.0","81.04","60","139","144","-2.0","5.31","114","155","117","151","292","318","299"
"281",605446,"Dereck Rodriguez","1668","16.8","0.176","0.078","0.235","0.255","0.191","0.209","0.189","9","51","83.4","10.8","2589","75.6","75.35","29","98","181","-0.2","6.20","112","151","113","148","296","325","292"
"278",642232,"Ryan Yarbrough","2057","13.5","0.082","0.122","0.094","0.204","0.155","0.186","0.138","4","49","81.3","23.5","2405","72.8","71.76","38","102","174","-1.0","5.55","110","152","114","147","286","320","301"
"278",595881,"Tyler Beede","2028","13.7","0.151","0.075","0.318","0.226","0.205","0.232","0.173","8","53","92.7","0.5","2292","80.3","78.82","46","91","184","-1.5","5.44","111","153","116","149","299","327","299"
"276",605164,"Dylan Bundy","2778","9.9","0.204","0.163","0.235","0.367","0.244","0.239","0.206","10","49","87.3","7.2","2404","74.8","73.55","25","87","189","-1.3","5.48","111","156","111","150","298","325","303"
"274",460283,"Jerry Blevins","558","49.1","0.070","0.035","0.143","0.105","0.132","0.160","0.101","4","57","80.6","16.8","2439","72.3","71.76","49","118","155","-0.5","6.03","108","151","114","150","306","323","296"
"274",660761,"Jose Suarez","1486","18.4","0.304","0.326","0.281","0.630","0.430","0.367","0.255","14","46","88.2","17.2","2788","75.8","74.42","28","102","167","-1.4","5.36","111","149","113","146","297","316","287"
"272",488768,"Andrew Cashner","2511","10.8","0.241","0.296","0.205","0.537","0.340","0.365","0.276","13","54","89.2","7.5","2349","80.6","78.23","15","99","172","-2.4","4.80","110","156","115","149","296","325","302"
"267",598271,"Brian Johnson","772","34.6","0.403","0.179","0.463","0.582","0.429","0.349","0.286","27","67","87.6","7.6","2697","74.9","74.19","25","113","153","-0.7","6.00","109","152","119","148","291","320","288"
"266",645261,"Sandy Alcantara","3091","8.6","0.184","0.102","0.205","0.286","0.229","0.270","0.211","9","49","84.6","12.7","2481","82.0","80.27","27","96","170","-1.7","5.14","109","157","119","148","298","320","297"
"266",622065,"Alex Young","1325","20.1","0.103","0.000","0.200","0.103","0.115","0.154","0.133","7","68","85.9","1.9","2379","81.5","79.75","50","119","146","-1.7","5.23","113","153","117","150","300","322","295"
"266",543483,"Matt Magill","885","30.1","0.250","0.059","0.362","0.309","0.251","0.275","0.266","17","68","91.1","2.2","2550","85.9","85.87","45","124","142","0.0","6.17","110","153","115","147","296","320","290"
"266",489119,"Wade Miley","2968","9.0","0.316","0.132","0.407","0.447","0.340","0.357","0.318","12","38","89.4","3.4","2428","75.6","73.84","25","84","182","-1.8","5.09","109","152","116","147","290","319","296"
"265",625643,"Reynaldo Lopez","3163","8.4","0.246","0.246","0.244","0.491","0.307","0.273","0.239","14","57","84.9","23.8","2084","78.3","77.69","27","100","165","-0.6","5.62","111","150","108","149","291","323","299"
"264",607192,"Tyler Glasnow","903","29.2","0.177","0.025","0.412","0.203","0.163","0.121","0.122","14","79","84.2","-6.8","2907","83.5","84.08","50","114","150","0.6","6.86","111","154","117","146","288","321","295"
"263",543294,"Kyle Hendricks","2698","9.7","0.217","0.022","0.323","0.239","0.218","0.238","0.218","10","46","86.2","11.9","2784","71.4","69.77","22","77","185","-1.6","5.31","113","151","109","153","294","320","297"
"263",592351,"Jon Gray","2373","11.1","0.153","0.119","0.189","0.271","0.189","0.260","0.226","9","59","85.1","19.1","2518","78.6","78.24","34","107","154","-0.4","5.75","116","152","114","149","306","332","307"
"262",668678,"Zac Gallen","1387","18.9","0.203","0.220","0.220","0.424","0.269","0.256","0.196","12","59","83.7","11.6","2404","79.2","78.91","42","128","133","-0.3","6.10","110","153","116","151","301","320","295"
"259",592826,"Vince Velasquez","2120","12.2","0.283","0.170","0.424","0.453","0.313","0.272","0.224","15","53","91.8","6.3","2475","83.1","82.59","30","108","148","-0.5","5.93","112","151","119","151","300","325","298"
"258",612672,"Wei-Yin Chen","1151","22.4","0.240","0.060","0.343","0.300","0.243","0.256","0.213","12","50","87.2","11.3","2299","74.1","73.40","30","100","154","-0.7","5.81","107","151","115","147","301","324","295"
"255",607200,"Erick Fedde","1287","19.8","0.267","0.200","0.359","0.467","0.315","0.272","0.223","16","60","85.7","12.6","2355","79.2","78.59","40","122","133","-0.6","5.78","114","150","115","148","299","314","295"
"254",448855,"Junior Guerra","1392","18.2","0.156","0.219","0.125","0.375","0.309","0.358","0.219","5","32","83.7","19.6","2651","82.1","81.79","33","73","180","-0.3","5.87","108","155","110","149","301","318","294"
"253",656302,"Dylan Cease","1364","18.5","0.257","0.114","0.320","0.371","0.327","0.333","0.252","9","35","88.5","0.7","2622","79.5","78.03","22","74","179","-1.5","5.48","113","150","111","148","291","323","296"
"252",605288,"Adrian Houser","1810","13.9","0.267","0.133","0.345","0.400","0.306","0.344","0.270","12","45","88.4","6.0","2004","80.6","80.14","18","77","174","-0.5","6.04","111","158","113","151","302","321","298"
"252",605182,"Mike Clevinger","2090","12.1","0.273","0.091","0.405","0.364","0.269","0.250","0.245","15","55","84.0","4.0","2310","77.6","77.06","35","108","144","-0.5","5.84","111","154","114","151","284","312","296"
"252",605397,"Joe Musgrove","2657","9.5","0.203","0.219","0.313","0.422","0.280","0.257","0.192","13","64","90.2","2.0","2575","82.1","80.97","44","111","139","-1.1","5.43","113","150","121","150","301","327","303"
"249",656288,"Griffin Canning","1552","16.0","0.184","0.143","0.242","0.327","0.229","0.228","0.185","9","49","84.8","6.8","2425","82.0","80.25","34","100","148","-1.7","5.22","117","152","111","150","292","316","293"
"244",502026,"Jeremy Jeffress","877","27.8","0.222","0.185","0.270","0.407","0.267","0.246","0.197","12","54","87.1","17.8","2385","81.0","80.48","36","105","137","-0.5","5.77","110","156","111","150","303","320","295"
"241",456701,"Homer Bailey","2836","8.5","0.353","0.382","0.333","0.735","0.430","0.307","0.262","12","34","91.3","27.1","1927","78.3","78.07","21","76","165","-0.2","6.14","113","151","122","138","303","327","307"
"240",453286,"Max Scherzer","2770","8.7","0.290","0.226","0.320","0.516","0.364","0.280","0.214","9","31","82.4","18.3","2719","78.5","77.80","17","73","166","-0.7","5.65","118","151","106","150","296","314","298"
"238",622608,"Antonio Senzatela","2237","10.6","0.239","0.179","0.318","0.418","0.276","0.263","0.237","16","67","86.0","6.7","2214","78.8","78.28","35","121","117","-0.5","5.61","111","153","117","148","309","336","309"
"238",663978,"Chris Paddack","2280","10.4","0.267","0.178","0.286","0.444","0.295","0.309","0.270","12","45","87.1","14.2","2145","76.1","75.78","15","88","150","-0.3","6.18","114","154","113","152","304","325","305"
"237",571882,"Derek Law","1194","19.8","0.162","0.081","0.222","0.243","0.208","0.165","0.122","6","37","82.0","9.5","2045","76.8","76.41","21","64","173","-0.4","6.00","111","155","117","151","306","329","302"
"236",502624,"Chase Anderson","2392","9.9","0.342","0.421","0.360","0.763","0.452","0.318","0.238","13","38","89.2","5.8","2171","77.8","76.04","10","59","177","-1.8","5.13","111","156","112","151","303","316","293"
"235",502190,"Mike Leake","2975","7.9","0.173","0.192","0.200","0.365","0.228","0.266","0.217","9","52","87.7","12.2","2572","79.3","77.03","29","107","127","-2.3","4.79","112","155","113","149","297","320","297"
"233",656794,"Sean Newcomb","1181","19.7","0.093","0.000","0.182","0.093","0.121","0.200","0.157","4","43","87.6","-3.5","2874","78.8","76.41","29","67","166","-2.4","5.05","108","150","112","149","306","325","295"
"230",656713,"Brendan McKay","878","26.2","0.292","0.123","0.362","0.415","0.310","0.340","0.307","19","65","89.3","6.0","2032","81.7","81.40","30","121","109","-0.3","6.16","107","158","117","149","298","326","296"
"229",461829,"Gio Gonzalez","1501","15.3","0.209","0.047","0.300","0.256","0.198","0.214","0.207","9","43","84.5","0.8","2688","75.3","73.85","23","75","154","-1.5","5.61","110","155","110","149","304","318","294"
"228",621397,"Tyler Olson","543","42.0","0.255","0.145","0.361","0.400","0.303","0.261","0.205","14","55","81.0","14.6","2775","73.5","71.23","34","94","133","-2.3","4.89","109","150","119","148","285","310","289"
"227",592102,"Cody Allen","491","46.2","0.186","0.256","0.217","0.442","0.281","0.297","0.225","8","43","92.8","19.1","2534","82.6","81.87","35","82","145","-0.7","5.80","112","149","114","148","295","319","293"
"227",608379,"Michael Wacha","2199","10.3","0.444","0.333","0.467","0.778","0.514","0.410","0.358","8","18","85.5","10.2","2066","75.3","74.92","12","41","186","-0.4","5.98","112","151","109","149","295","321","296"
"221",605309,"Keone Kela","504","43.8","0.127","0.091","0.233","0.218","0.171","0.241","0.186","7","55","88.3","20.7","2380","81.8","81.99","37","107","113","0.2","6.19","112","150","117","148","306","322","300"
"221",543135,"Nathan Eovaldi","1264","17.5","0.235","0.353","0.235","0.588","0.369","0.364","0.260","8","34","86.4","14.4","2174","80.5","79.65","39","95","125","-0.9","5.65","112","155","118","150","283","320","295"
